"PROVIDER_NUMBER","Hospital_Name","State","Num_DRG","Entire_100_Medicare_Payments","Entire_Medicare_Payments","Entire_100_Total_Payments","Entire_100_Covered_Charges","PNEUMONIA_193_Total_Discharges","PNEUMONIA_193_Average_Medicare_Payments","PNEUMONIA_193_Average_Total_Payments","Number_of_Pneumonia_Cases","Excess_Readmission_Ratio_for_Pneumonia","HF_291_Total_Discharges","HF_291_Average_Medicare_Payments","HF_291_Average_Total_Payments","Number_of_Heart_Failure_Cases","Excess_Readmission_Ratio_for_Heart_Failure","AMI_280_Total_Discharges","AMI_280_Average_Medicare_Payments","AMI_280_Average_Total_Payments","Number_of_Acute_Myocardial_Infarction_Cases","Acute_Myocardial_Infarction_Excess_Readmission_Ratio","HIP_480_Total_Discharges","HIP_480_Average_Medicare_Payments","HIP_480_Average_Total_Payments","Number_of_Hip_Knee_Arthroplasty_Cases","Hip_Knee_Arthroplasty_Excess_Readmission_Ratio","COPD_190_Total_Discharges","COPD_190_Average_Medicare_Payments","COPD_190_Average_Total_Payments","Number_of_Chronic_Obstructive_Pulmonary_Disease_Cases","Chronic_Obstructive_Pulmonary_Disease_Excess_Readmission_Ratio","Corrected_FY_2015_Readmissions_Adjustment_Factor","Readmissions_2015_penalty_100","Readmissions_2015_penalty_est","TOTAL_HOSPITAL_BEDS","TOTAL_HOSPITAL_MEDICARE_DAYS","TOTAL_HOSPITAL_DAYS","PERC_MEDICARE_DAYS","Bed_Utilization","TOTAL_HOSPITAL_MEDICARE_DISCHARGES","TOTAL_HOSPITAL_DISCHARGES","Address","City","ZIP_Code","County_Name","Hospital_Type","Hospital_Ownership","Emergency_Services","Average_100DRG_Medicare_Payments","Average_100DRG_Total_Payments","count_excess_ratio","count_excess_ratio_decimal","Salary_Adjusted_Factor","population_density","densityrank","TotalMCCPatients_gthan1","TotalMCCPatients","TotalreportedPatients","TotalreportedPatients_gthan1","Annual_increase_2015_2020","Annual_increase_2020_2025","Annual_increase_2025_2030","meet_eligibility","COPD_MCC_gthan1_meet_eligibility","PNEUMONIA_MCC_gthan1_meet_eligibility","HF_MCC_gthan1_meet_eligibility","AMI_MCC_gthan1_meet_eligibility","HIP_MCC_gthan1_meet_eligibility","Predicted_Readmission_Rate_2015_AMI","Predicted_Readmission_Rate_2015_COPD","Predicted_Readmission_Rate_2015_HF","Predicted_Readmission_Rate_2015_HIP","Predicted_Readmission_Rate_2015_PN","Expected_Readmission_Rate_2015_AMI","Expected_Readmission_Rate_2015_COPD","Expected_Readmission_Rate_2015_HF","Expected_Readmission_Rate_2015_HIP","Expected_Readmission_Rate_2015_PN","COPD_Total_Payments","HF_Total_Payments","PNE_Total_Payments","AMI_Total_Payments","HIP_Total_Payments","Aggregate_payments_all_discharge"
10051,"GREENE COUNTY HOSPITAL","AL",5,376004.08,1051795.19675676,426607.79,473557.9,NA,NA,NA,30,0.979570463,NA,NA,NA,46,1.038017979,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,96,0.979447322,0.9976,902.409791999984,2524.30847221617,20,690,1234,0.559157212317666,0.169041095890411,207,387,"509 WILSON AVENUE","EUTAW",35462,"GREENE","Acute Care Hospitals","Government - Local","No",5081.13621621622,5764.97013513514,1,1.038017979,0.940724959,13.78591069,0.0288372093023256,0,0,172,46,1.026426795,1.025084822,1.017306147,0.208651162790698,NA,NA,NA,NA,NA,NA,17.8,16.9,NA,16,NA,17.5,17.7,NA,15.9,182548.85,NA,102046.95,NA,NA,1193348.81797297
10052,"LAKE MARTIN COMMUNITY HOSPITAL","AL",11,982748.91,1945338.868,1132010.83,1141162.07,NA,NA,NA,99,1.033651465,NA,NA,NA,32,0.985088251,NA,NA,NA,5,0,NA,NA,NA,0,0,12,5017.08,6040.83,81,1.054369026,0.9943,5601.66878700004,11088.4315476001,46,1133,1839,0.616095704187058,0.109529481834425,386,666,"201 MARIARDEN ROAD","DADEVILLE",36853,"TALLAPOOSA","Acute Care Hospitals","Proprietary","Yes",5039.738,5805.18374358974,2,2.088020491,0.940724959,58.09043424,0.194418604651163,12,12,217,180,1.026426795,1.025084822,1.017306147,0.258325581395349,3,NA,NA,NA,NA,NA,19.2,21.3,NA,17.9,NA,18.1,21.9,NA,17.5,139425,NA,284862.85,NA,NA,2240800.92502564
10055,"FLOWERS HOSPITAL","AL",87,21430948.73,7238223.75517549,26023090.43,156260039.79,53,7237.47,8188.04,497,0.991362683,78,7164.31,8556.23,596,1.041572419,30,8377.13,9510.47,355,1.022929641,12,14593.17,15476.5,546,0.936483128,71,5366.2,6528.04,416,0.984303317,0.9981,40718.8025870003,13752.6251348335,235,5559,12025,0.462286902286902,0.556197964847364,1097,2600,"4370 WEST MAIN STREET","DOTHAN",36305,"HOUSTON","Acute Care Hospitals","Proprietary","Yes",6598.19850061576,8012.03523091133,2,2.06450206,0.940724959,46.62363475,0.151101458268694,108,244,2410,951,1.026426795,1.025084822,1.017306147,0.245330437480608,0,0,19,7,0,15.3,17.1,20.8,4.6,15,14.7,18.1,20.2,4.7,15.4,1024591.93,1330614.79,1134045.12,567352.08,1039138,8789202.64830973
10056,"ST VINCENT'S BIRMINGHAM","AL",87,32393299.17,45836777.709094,39468817.19,149722861.69,96,7715.25,9638.89,538,0.969910186,94,7755.32,8518.73,555,1.003127206,22,8506.55,9706.82,291,1.112832394,13,15919.92,16733.08,1401,1.176179662,81,5850.94,6841.46,544,1.017390262,0.9841,515053.456803001,728804.765574596,442,33964,109077,0.311376367153479,0.676111076675138,6185,20084,"810 ST VINCENT'S DRIVE","BIRMINGHAM",35205,"JEFFERSON","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7410.95840082361,9029.69965454129,4,4.309529524,0.940724959,592.9497401,0.637775706741224,210,306,3329,2791,1.026426795,1.025084822,1.017306147,0.391332712022367,32,0,37,9,5,17,19.8,20.5,5.4,14.5,14.9,20.1,20.4,4.4,15.4,822049.32,1404758.71,1459677.59,365990,1058203.45,55848692.3633379
10058,"BIBB MEDICAL CENTER","AL",3,174453.97,900559.682972973,207382.06,322326.02,NA,NA,NA,59,1.030084976,NA,NA,NA,12,0,NA,NA,NA,2,0,NA,NA,NA,0,0,NA,NA,NA,10,0,0.9961,680.370483000003,3512.18276359461,25,2425,3789,0.640010556875165,0.415232876712329,191,391,"208 PIERSON AVE","CENTREVILLE",35042,"BIBB","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4714.97216216216,5604.92054054054,1,1.030084976,0.940724959,36.56705216,0.112558139534884,0,0,83,59,1.026426795,1.025084822,1.017306147,0.233767441860465,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,16.6,NA,NA,60520.98,NA,NA,1070539.82324324
10059,"LAWRENCE MEDICAL CENTER","AL",15,1863291.13,3262441.14819495,2107827.02,4761701.95,13,8059,9141.15,151,0.888006437,19,8748.21,9488.63,89,1.068186562,NA,NA,NA,17,0,NA,NA,NA,0,0,28,6291.36,7175.36,157,1.009820123,0.9966,6335.18984199992,11092.2999038627,43,2750,4399,0.625142077744942,0.280280344058617,485,867,"202 HOSPITAL STREET","MOULTON",35650,"LAWRENCE","Acute Care Hospitals","Government - Hospital District or Authority","Yes",6726.68277978339,7609.4838267148,2,2.078006685,0.940724959,49.39641517,0.164031007751938,47,60,414,246,1.026426795,1.025084822,1.017306147,0.249209302325581,7,0,5,NA,NA,NA,20.2,24.8,NA,16.4,NA,20.6,23.7,NA,18.5,396490.04,180283.97,256254.87,NA,NA,3690599.65595668
10061,"HIGHLANDS MEDICAL CENTER","AL",36,5333371.45,6374531.15435957,6560954.91,16173788.31,51,7149.06,7897.69,369,1.033330104,21,7470.29,8185.14,166,1.049135649,NA,NA,NA,20,0,NA,NA,NA,21,0,97,5562.27,6264.16,399,1.053047809,0.9924,40533.6230200003,48446.436773133,170,6958,12599,0.552266052861338,0.203045930701048,1549,3565,"380 WOODS COVE ROAD","SCOTTSBORO",35768,"JACKSON","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4115.25574845679,5062.46520833333,3,3.135513562,0.940724959,49.44112438,0.164341085271318,169,169,975,934,1.026426795,1.025084822,1.017306147,0.249302325581395,24,13,5,NA,NA,NA,18.4,22,5.9,16.2,NA,19.2,20.7,5.5,16.3,1352197.67,532356.79,1096133.64,NA,186622.94,7841758.60770833
10062,"WIREGRASS MEDICAL CENTER","AL",13,1479082.57,2933180.63712838,1744078.31,2792079.78,24,7775.21,8754.88,205,0.983500598,13,7999.38,8543.69,106,0.93348381,NA,NA,NA,11,0,NA,NA,NA,0,0,36,5992.33,6807.56,174,0.978331284,1,0,0,73,2860,4122,0.69383794274624,0.15470069431413,587,953,"1200 W MAPLE AVENUE","GENEVA",36340,"GENEVA","Acute Care Hospitals","Voluntary non-profit - Private","Yes",4996.90057432432,5892.1564527027,0,0,0.940724959,46.62363475,0.151101458268694,0,73,496,0,1.026426795,1.025084822,1.017306147,0.245330437480608,0,0,0,NA,NA,NA,18.2,20.6,NA,15.3,NA,18.9,21.2,NA,15.5,437752.18,264631.01,514409.99,NA,NA,3458695.83773649
10065,"RUSSELL HOSPITAL","AL",35,5980966.01,9970504.23119553,6881180.56,12163234.01,39,7516.92,8332.31,203,0.988840412,66,7683.27,8377.5,216,0.934337261,NA,NA,NA,60,0.959375965,NA,NA,NA,85,1.120473045,37,5673.03,6657.46,232,0.952555926,0.9968,19139.0912319999,31905.6135398255,75,5537,11119,0.497976436729922,0.406173515981735,1492,2970,"3316 HIGHWAY 280","ALEXANDER CITY",35010,"TALLAPOOSA","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6682.64358659218,7688.46989944134,1,1.120473045,0.940724959,16.45808632,0.0393920595533499,0,142,796,85,1.026426795,1.025084822,1.017306147,0.211817617866005,0,0,0,NA,NA,14.2,17,18.8,5.8,16.6,15.3,18.6,21.4,5,16.5,452285.07,901750.75,520009.93,NA,231812.07,11471197.0899665
10069,"MEDICAL CENTER BARBOUR","AL",15,1347417.09,2920139.9884918,1679119.21,4316427.11,NA,NA,NA,126,0.979745798,12,9429.42,9867.58,114,1.011125844,NA,NA,NA,5,0,NA,NA,NA,0,0,NA,NA,NA,98,1.065290648,0.9965,4715.95981499993,10220.4899597212,30,3567,5673,0.62876784769963,0.518082191780822,661,1274,"820 W WASHINGTON ST","EUFAULA",36027,"BARBOUR","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4417.76095081967,5505.3088852459,2,2.076416492,0.940724959,30.64722217,0.0877519379844961,12,12,343,212,1.026426795,1.025084822,1.017306147,0.226325581395349,NA,NA,3,NA,NA,NA,18.4,20.8,NA,14.3,NA,17.4,20.7,NA,14.7,223866.89,402985.06,207179.92,NA,NA,3639009.17314754
10073,"CLAY COUNTY HOSPITAL","AL",14,1047458.03,3124695.47345992,1269772.22,2341427.09,17,7498.35,8193.18,111,0.932534531,NA,NA,NA,78,1.080057935,NA,NA,NA,13,0,NA,NA,NA,0,0,13,6279.15,6819.15,153,1.063731672,0.9922,8170.17263400003,24372.6246929874,46,4196,6756,0.621077560686797,0.402382370458606,707,1326,"83825 HIGHWAY 9    P O BOX 1270","ASHLAND",36251,"CLAY","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4419.6541350211,5357.68869198312,2,2.143789607,0.940724959,22.95180515,0.062015503875969,13,30,355,231,1.026426795,1.025084822,1.017306147,0.218604651162791,3,0,NA,NA,NA,NA,19,19.7,NA,13.3,NA,17.9,20,NA,14.6,279376.04,103613.08,341312.01,NA,NA,3787885.90523207
10078,"NORTHEAST ALABAMA REGIONAL MED CENTER","AL",83,22461750.78,34296656.842753,26146539.78,103587269.9,81,6737.51,8161.56,422,1.053567997,108,7005.74,7970.66,651,1.000685143,80,8535.98,9416.14,428,1.123953874,26,14508.38,15867.35,342,1.030836343,108,5248.31,6567.12,554,0.974010071,0.9929,159478.430538,243506.263583546,217,28951,59235,0.488748206296953,0.747869452686068,5025,11274,"400 EAST 10TH STREET","ANNISTON",36207,"CALHOUN","Acute Care Hospitals","Government - Local","Yes",6825.20534184139,7944.86167730173,4,4.209043357,0.940724959,194.4269418,0.412659013341607,295,403,2397,1843,1.026426795,1.025084822,1.017306147,0.323797704002482,0,26,35,26,8,18.2,17.4,21.3,6.3,17.2,16.8,19.2,22.8,4.7,17.5,1231531.08,1582171.37,1199233.55,984440.28,1173022.9,39922929.9284412
10079,"ATHENS-LIMESTONE HOSPITAL","AL",41,7003644.63,10074430.0872405,8302999.55,22142850.71,43,7438.35,8421.35,264,0.967711741,36,7982.86,8635.19,207,1.015972179,NA,NA,NA,7,0,NA,NA,NA,75,0.967053196,63,6392.73,7212.1,428,1.005189564,0.9991,6303.28016700008,9066.98707851661,101,7452,15634,0.476653447614174,0.424087888240879,1788,4447,"700 WEST MARKET STREET","ATHENS",35611,"LIMESTONE","Acute Care Hospitals","Government - Hospital District or Authority","Yes",5634.46872888174,6679.80655671762,2,2.021161743,0.940724959,152.4619726,0.372713178294574,99,142,981,635,1.026426795,1.025084822,1.017306147,0.311813953488372,20,0,11,NA,NA,NA,18.6,23,4.8,16.4,NA,18.3,20.9,4.8,16,1203806.15,624875.73,814512.33,NA,212743,11943494.1234111
10083,"SOUTH BALDWIN REGIONAL MEDICAL CENTER","AL",49,7429187.75,11766784.1286255,9363813,80336873.33,17,6759.12,7741.29,347,0.922181828,27,8002.67,8709.81,321,0.987764085,13,8335.54,8875.54,44,1.00455863,NA,NA,NA,115,1.318365467,51,5068.08,6446.25,321,0.918217404,0.991,66862.6897500001,105901.057157629,112,10943,26949,0.406063304760845,0.659222113502935,2512,6121,"1613 NORTH MCKENZIE STREET","FOLEY",36535,"BALDWIN","Acute Care Hospitals","Proprietary","Yes",4684.22935056747,5904.04350567465,2,2.322924097,0.940724959,117.4480223,0.326505276225947,13,108,1148,159,1.026426795,1.025084822,1.017306147,0.297951582867784,0,0,0,4,NA,19.7,17,20.8,7,16.8,19.6,18.9,21.5,5.2,16.4,807183.52,711440.04,682595.94,260936.06,147947.94,14830957.2862547
10085,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","AL",76,17625125.94,26741570.3917241,20968300.54,48589476.27,90,6614.96,7596.32,427,1.043679995,171,6827.14,7727.5,531,0.923126911,18,8187.22,8840.33,60,0.929375829,NA,NA,NA,361,1.042035495,67,5140.58,6196.69,409,0.959518319,0.9965,61687.9407899991,93595.4963710331,296,23412,48570,0.482025941939469,0.449555720103665,4620,11167,"1201 7TH STREET SE","DECATUR",35601,"MORGAN","Acute Care Hospitals","Government - Hospital District or Authority","Yes",5788.21869950739,6886.14139244663,2,2.08571549,0.940724959,207.0521215,0.422635658914729,90,346,1788,788,1.026426795,1.025084822,1.017306147,0.326790697674419,0,29,0,0,NA,17.8,19.1,21.5,4.4,16.3,18.8,19.1,22.2,4.7,16.9,919854.16,1733477.5,1116512.5,272661.97,636279.91,31813973.2331034
10086,"NORTHWEST MEDICAL CENTER","AL",18,1565342.64,1854965.50731278,2033176.12,7329952.03,17,6171.12,7915.12,260,0.991161848,13,6120.38,7065.23,90,0.916788002,NA,NA,NA,22,0,NA,NA,NA,21,0,25,4770.56,5869.76,207,1.054774666,0.9972,4382.95939200004,5193.90342047582,61,2467,3634,0.678866263070996,0.24315824690532,538,912,"1530 U S HIGHWAY 43","WINFIELD",35594,"MARION","Acute Care Hospitals","Proprietary","Yes",3447.89127753304,4478.36149779736,1,1.054774666,0.940724959,27.37469753,0.0769230769230769,25,55,600,207,1.026426795,1.025084822,1.017306147,0.223076923076923,6,0,0,NA,NA,NA,19.8,20,NA,15.4,NA,19,21.4,NA,15.7,468332.36,166372.95,543866.9,NA,NA,2409358.48581498
10087,"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","AL",14,2180878.07,10442430.9558621,2638642.26,4337871.88,NA,NA,NA,22,0,NA,NA,NA,20,0,NA,NA,NA,11,0,NA,NA,NA,2,0,NA,NA,NA,23,0,1,0,0,136,6506,39398,0.16513528605513,0.793674456083803,972,6176,"2451 FILLINGIM STREET","MOBILE",36617,"MOBILE","Acute Care Hospitals","Government - State","Yes",10743.2417241379,12998.2377339901,0,0,0.940724959,335.582453,0.518001241464929,0,0,78,0,1.026426795,1.025084822,1.017306147,0.355400372439479,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,17.5,NA,NA,NA,NA,87661.97,NA,NA,NA,12634287.0774384
10089,"WALKER BAPTIST MEDICAL CENTER","AL",54,11126724.08,14810618.0120662,12881803.86,49709236.81,46,7868.43,8838.61,313,0.969163253,38,8280.18,8901.13,249,1.03356661,25,9281.08,10466.08,57,0.985780945,12,16499.58,17479.25,255,1.232135617,68,6045.59,7063.41,387,1.00495903,0.9865,150210.77508,199943.343162893,135,9691,24064,0.402717752659574,0.488361237950279,2171,5950,"3400 HIGHWAY 78 EAST","JASPER",35502,"WALKER","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6822.02580012262,7898.10169221337,3,3.270661257,0.940724959,84.2539013,0.261705426356589,118,189,1261,891,1.026426795,1.025084822,1.017306147,0.278511627906977,19,0,11,0,3,19.3,20.9,23.4,6.2,17,18.3,20.1,21.5,5.1,17.5,1095929.78,691389.8,937351,261652,652892.01,17146778.7737952
10090,"PROVIDENCE HOSPITAL","AL",88,23153963.16,34637665.5688093,28721296.19,91506437.23,108,7153.41,8594.09,559,1.062496937,91,7471.35,8169.93,605,0.933652093,18,7820,9533.72,225,0.964869234,18,16759.67,17690.78,550,1.183462892,107,5246.67,6193.15,424,0.965343925,0.9908,213016.461072,318666.523233045,349,29029,81906,0.354418479720655,0.64297994269341,5013,15503,"6801 AIRPORT BOULEVARD","MOBILE",36608,"MOBILE","Acute Care Hospitals","Voluntary non-profit - Church","Yes",6909.56823634736,8570.96275440167,2,2.245959829,0.940724959,335.582453,0.518001241464929,126,342,2363,1109,1.026426795,1.025084822,1.017306147,0.355400372439479,0,38,0,0,6,15.3,18.9,19.5,6.3,17.8,14.6,19.2,21.2,4.9,16.2,1105251.05,1330753.19,1640350.52,295930.06,1054986.32,42966236.2878156
10091,"GROVE HILL MEMORIAL HOSPITAL","AL",12,690069.95,949302.576719577,840779.03,1490602.1,NA,NA,NA,57,0.939349937,17,6546.88,7165.47,83,0.995568316,NA,NA,NA,4,0,NA,NA,NA,0,0,13,4892.23,5701.15,120,0.915943247,1,0,0,21,898,3444,0.260743321718931,0.449315068493151,260,1003,"295 JACKSON HWY S","GROVE HILL",36451,"CLARKE","Acute Care Hospitals","Government - Hospital District or Authority","Yes",3651.16375661376,4448.5662962963,0,0,0.940724959,20.74745764,0.0521091811414392,0,30,264,0,1.026426795,1.025084822,1.017306147,0.215632754342432,0,NA,0,NA,NA,NA,14.9,19.5,NA,13,NA,15.9,20.1,NA,13.8,171695.03,245154.03,122770.03,NA,NA,1156627.23703704
10092,"D C H REGIONAL MEDICAL CENTER","AL",100,67607017.64,89881618.9106395,77801503.36,290936582.78,208,8580.7,9634.1,1045,1.052238878,222,8903.14,9701.84,1082,1.002829733,37,10574,11370.97,446,1.233794024,36,18062.89,18714.44,600,1.275682074,231,6547.45,7549.59,1160,1.014260633,0.9876,838327.018735998,1114532.07449193,520,64950,146826,0.442360344898043,0.773582718651212,11476,31473,"809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA",35401,"TUSCALOOSA","Acute Care Hospitals","Government - Hospital District or Authority","Yes",7832.13828081557,9013.14913809082,5,5.578805342,0.940724959,149.2036761,0.370852713178295,734,734,4333,4333,1.026426795,1.025084822,1.017306147,0.311255813953488,72,65,69,12,11,16.8,20.3,22.3,5.9,19.2,14.6,20.8,21.9,4.7,17.4,3799700.76,3800928.38,3974659.76,705821.95,1992713.38,103434899.50873
10095,"HALE COUNTY HOSPITAL","AL",1,112154.04,1314694.58,128590.02,200649.96,NA,NA,NA,48,0.957030453,NA,NA,NA,36,0.948620762,NA,NA,NA,4,0,NA,NA,NA,0,0,NA,NA,NA,13,0,1,0,0,28,1915,2547,0.751864939144091,0.249217221135029,211,389,"508 GREEN STREET","GREENSBORO",36744,"HALE","Acute Care Hospitals","Government - Local","Yes",6230.78,7143.89,0,0,0.940724959,23.94778194,0.0657364341085271,0,0,101,0,1.026426795,1.025084822,1.017306147,0.219720930232558,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,16,NA,NA,128590.02,NA,NA,1507360.79
10097,"ELMORE COMMUNITY HOSPITAL","AL",5,963277.68,1551947.37333333,1149334.73,1006610.34,NA,NA,NA,78,1.014103083,NA,NA,NA,54,1.025496987,NA,NA,NA,8,0,NA,NA,NA,0,0,NA,NA,NA,57,0.991759939,0.9982,1733.89982400002,2793.50527200004,33,1692,3661,0.462168806337066,0.303943545039435,406,895,"500 HOSPITAL DRIVE","WETUMPKA",36092,"ELMORE","Acute Care Hospitals","Government - State","Yes",3822.53047619048,4560.8521031746,2,2.03960007,0.940724959,129.6103499,0.339019851116625,0,0,197,132,1.026426795,1.025084822,1.017306147,0.301705955334988,NA,NA,NA,NA,NA,NA,17.6,18.9,NA,15.1,NA,17.3,18.7,NA,15.7,NA,NA,146400.06,NA,NA,1851705.95388889
10099,"D W MCMILLAN MEMORIAL HOSPITAL","AL",20,1388028.92,2387273.32678133,1764747,3797657.35,NA,NA,NA,165,1.075942347,NA,NA,NA,102,1.052247665,NA,NA,NA,14,0,NA,NA,NA,0,0,NA,NA,NA,139,1.063199241,0.9915,11798.2458199999,20291.8232776412,49,3135,7013,0.447026949950093,0.392116298574224,700,1601,"1301 BELLEVILLE AVENUE","BREWTON",36426,"ESCAMBIA","Acute Care Hospitals","Government - Hospital District or Authority","Yes",3410.39046683047,4335.98771498771,3,3.191389253,0.940724959,15.41481159,0.036611852311511,0,0,420,406,1.026426795,1.025084822,1.017306147,0.210983555693453,NA,NA,NA,NA,NA,NA,17.7,19.3,NA,13.8,NA,16.6,19,NA,13.6,91804.04,105687.12,299829.91,60103.96,NA,3035191.4004914
10100,"THOMAS HOSPITAL","AL",61,12160626.85,20586339.6752733,14716205.55,52717834.02,46,6094.7,7970.74,216,0.906129556,56,6320.32,8132.64,358,0.931624952,NA,NA,NA,229,1.059621493,14,13009.5,14840.21,643,1.008542595,35,4893.77,5765.31,179,0.917838442,0.9966,41346.1312899995,69993.5548959283,129,15292,38172,0.400607775332705,0.810704045874482,3252,8510,"750 MORPHY AVENUE","FAIRHOPE",36532,"BALDWIN","Acute Care Hospitals","Government - Hospital District or Authority","Yes",6330.36275377408,7660.70044247788,2,2.068164088,0.940724959,117.4480223,0.326505276225947,14,151,1625,872,1.026426795,1.025084822,1.017306147,0.297951582867784,0,0,0,NA,4,13.8,18.4,19.9,4.9,14.9,13.4,19.3,20.8,4.8,15.7,293906.85,822889.1,661301.19,NA,566861.8,24912597.8389381
10101,"CITIZENS BAPTIST MEDICAL CENTER","AL",26,3107549.89,5184818.90249104,3632204.81,10068905.39,18,8770.06,9378.5,111,0.991761015,34,8996.85,9677.15,176,0.971403495,17,8584.88,9210.06,18,0,NA,NA,NA,0,0,23,6071.3,7550.83,158,1.053160634,0.9979,6525.85476899997,10888.1196952311,81,3194,8124,0.3931560807484,0.27478437341451,931,2502,"604 STONE AVENUE","TALLADEGA",35161,"TALLADEGA","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5569.08582437276,6509.32761648746,1,1.053160634,0.940724959,NA,NA,23,92,463,158,1.026426795,1.025084822,1.017306147,NA,NA,NA,NA,NA,NA,NA,17.2,23,NA,16.3,NA,17.4,22.2,NA,16.3,521037.84,658746.27,395752,156571.02,NA,6060184.01094982
10102,"J PAUL JONES HOSPITAL","AL",1,45663.96,422391.63,53924.04,58448.04,NA,NA,NA,35,0.958532011,NA,NA,NA,16,0,NA,NA,NA,3,0,NA,NA,NA,0,0,NA,NA,NA,13,0,1,0,0,21,419,743,0.56393001345895,0.0966692688004163,111,215,"317 MCWILLIAMS AVENUE","CAMDEN",36726,"WILCOX","Acute Care Hospitals","Voluntary non-profit - Other","Yes",3805.33,4493.67,0,0,0.940724959,12.92292861,0.0254263565891473,0,0,67,0,1.026426795,1.025084822,1.017306147,0.207627906976744,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,498797.37
10103,"BAPTIST MEDICAL CENTER-PRINCETON","AL",84,22716860.14,33143543.9933203,27238384.01,153916044.67,63,8050.11,9093.4,364,0.97973626,87,8334.44,9565.91,534,0.933489914,37,10218.46,10840.19,358,0.971174579,NA,NA,NA,283,0.874564357,65,6393.43,7609.51,326,0.982608569,1,0,0,273,25583,73884,0.346259000595528,0.741472226403733,4482,13670,"701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM",35211,"JEFFERSON","Acute Care Hospitals","Voluntary non-profit - Church","Yes",7394.81124348958,8866.66146158854,0,0,0.940724959,592.9497401,0.637775706741224,0,252,1865,0,1.026426795,1.025084822,1.017306147,0.391332712022367,0,0,0,0,NA,18.5,21,21.7,4.2,17.4,17.1,21.3,22,5,18.4,1071424.94,1758885.84,1224637.11,564847.03,172042.05,39740376.6708398
10104,"TRINITY MEDICAL CENTER","AL",75,18460474.68,25081534.6931811,22995813.37,179077299.66,40,8723.78,10796.7,318,0.860747943,50,8413.1,10028.3,364,0.883700198,40,10268.65,11005.18,341,0.966272656,NA,NA,NA,451,1.117463614,61,6961.36,8048.46,245,1.019775109,0.995,92302.3734000001,125407.673465906,340,21907,61738,0.354838187178075,0.497485898468977,3451,10742,"800 MONTCLAIR RD","BIRMINGHAM",35213,"JEFFERSON","Acute Care Hospitals","Proprietary","Yes",7267.90341732283,9053.46983070866,2,2.137238723,0.940724959,592.9497401,0.637775706741224,61,191,1719,696,1.026426795,1.025084822,1.017306147,0.391332712022367,24,0,0,0,NA,14.4,21.5,20.2,5.6,15.5,16.2,20.7,21.7,5,16.3,810668.22,964333.98,891359.99,706055.06,263809.08,31243524.3857756
10108,"PRATTVILLE BAPTIST HOSPITAL","AL",25,2908498.34,5101127.89352941,3642091.35,15299728.53,36,6599,7748.44,208,1.076204809,27,6903.63,7611.04,162,1.162194383,NA,NA,NA,19,0,NA,NA,NA,0,0,18,5093.61,5812.5,225,0.937407044,0.9857,41591.5262619999,72946.1288774705,50,4898,11313,0.432953239635817,0.619890410958904,1133,2749,"124 S MEMORIAL DR","PRATTVILLE",36067,"AUTAUGA","Acute Care Hospitals","Government - Hospital District or Authority","Yes",4502.31941176471,5637.91230650155,2,2.238399192,0.940724959,92.97383069,0.278449612403101,63,81,614,370,1.026426795,1.025084822,1.017306147,0.28353488372093,0,10,8,NA,NA,NA,18.2,22.8,NA,17.9,NA,19.1,20.4,NA,16.9,458552.91,349495.98,636720.96,NA,NA,6387754.64326626
10109,"PICKENS COUNTY MEDICAL CENTER","AL",10,1245312.99,2384491.35017045,1410503.01,2533382.44,NA,NA,NA,151,0.942915627,NA,NA,NA,55,1.061235988,NA,NA,NA,5,0,NA,NA,NA,0,0,NA,NA,NA,90,1.054925369,0.9955,5603.90845499994,10730.2110757669,40,1865,2737,0.681402995981001,0.187465753424658,337,597,"241 ROBERT K WILSON DRIVE","CARROLLTON",35447,"PICKENS","Acute Care Hospitals","Government - Hospital District or Authority","Yes",7075.64198863636,8014.22164772727,2,2.116161357,0.940724959,21.9523679,0.0589147286821705,0,0,301,145,1.026426795,1.025084822,1.017306147,0.217674418604651,NA,NA,NA,NA,NA,NA,19,20.5,NA,13.9,NA,17.6,20.1,NA,14.6,135947.02,NA,333626.87,NA,NA,2700792.69528409
